URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,NoOfLettersInURL,LetterRatioInURL,NoOfDigitsInURL,DigitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpecialCharRatioInURL,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,IsHTTPS,Bank,Pay,Crypto,SuspiciousWords,URLDepth,AvgTokenLength,label
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
22,12,0,2,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.25,0
27,17,0,2,2,14,0.519,7,0.259,0,0,0,0,0.0,1,2,0.1,0,0,0,0,0,0,4.2,0
33,21,0,3,1,24,0.727,4,0.121,0,0,0,0,0.0,1,2,0.08,1,0,0,0,0,0,7.0,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
34,23,0,2,1,28,0.824,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.6,1
46,34,0,2,3,37,0.804,2,0.043,0,0,0,0,0.0,1,2,0.054,1,0,0,0,0,0,7.8,0
37,26,0,2,1,32,0.865,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,8.0,1
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
31,19,0,3,2,25,0.806,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
46,35,0,2,3,40,0.87,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,8.0,0
88,12,0,2,2,74,0.841,7,0.08,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,13.5,0
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
23,12,0,2,2,17,0.739,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.4,1
37,24,0,3,2,28,0.757,3,0.081,0,0,0,0,0.0,1,1,0.036,1,0,0,0,0,0,7.75,0
27,3,0,2,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,5.5,0
37,26,0,2,1,32,0.865,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,8.0,1
17,7,0,2,1,11,0.647,1,0.059,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.0,0
424,21,0,3,3,309,0.729,90,0.212,1,1,0,0,0.0,1,1,0.04,1,0,0,0,0,2,16.625,0
23,12,0,3,1,16,0.696,2,0.087,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.5,0
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
24,13,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.75,0
38,25,0,3,2,28,0.737,4,0.105,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,8.0,0
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
25,14,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.0,0
39,28,0,3,2,28,0.718,6,0.154,0,0,0,0,0.0,1,3,0.094,0,0,0,0,0,0,8.5,0
21,9,0,4,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.0,0
23,13,0,2,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.5,0
463,9,1,3,3,308,0.665,93,0.201,10,3,9,0,0.0,1,1,0.077,0,0,0,0,4,3,7.566,0
33,22,0,2,2,27,0.818,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.4,1
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
35,23,0,3,1,30,0.857,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.5,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
41,13,0,2,2,27,0.659,5,0.122,0,0,0,0,0.0,1,1,0.062,0,0,0,0,0,2,4.0,0
27,15,0,3,1,21,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.2,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
37,17,0,3,2,29,0.784,2,0.054,0,0,0,0,0.0,1,1,0.048,1,0,0,0,0,1,6.2,0
70,18,0,3,1,58,0.829,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,4,5.273,0
38,11,0,2,2,24,0.632,6,0.158,0,0,0,0,0.0,1,4,0.286,0,0,0,0,0,1,5.0,0
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
64,44,0,2,3,27,0.422,25,0.391,0,0,0,0,0.0,1,3,0.064,1,0,0,0,0,1,4.727,0
57,30,0,4,3,35,0.614,10,0.175,0,0,0,0,0.0,1,2,0.057,1,0,0,0,0,1,4.091,0
45,20,0,2,3,36,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,4.5,0
30,18,0,3,1,24,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.8,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
25,14,0,2,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
80,29,0,2,2,62,0.775,7,0.087,1,1,0,0,0.0,0,0,0.0,0,0,0,0,0,1,6.9,0
47,8,0,4,1,41,0.872,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,1,8.2,0
33,22,0,2,2,27,0.818,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.4,1
24,13,0,2,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
24,13,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.75,0
74,45,0,3,4,53,0.716,10,0.135,0,0,0,0,0.0,1,3,0.061,0,0,0,0,0,1,6.3,0
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
155,41,0,3,2,119,0.768,26,0.168,1,1,0,0,0.0,0,0,0.0,1,0,0,0,0,2,16.111,0
24,13,0,2,2,18,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.6,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
94,16,0,2,2,59,0.628,21,0.223,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,3,6.154,0
33,11,0,2,2,20,0.606,6,0.182,0,0,0,0,0.0,1,3,0.214,0,0,0,0,0,1,4.333,0
31,18,0,3,2,22,0.71,3,0.097,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,0
25,14,0,2,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
29,16,0,3,2,23,0.793,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,0
29,19,0,2,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.0,0
18,7,0,2,1,13,0.722,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.25,1
22,11,0,2,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
47,34,0,3,3,34,0.723,4,0.085,0,0,0,0,0.0,1,2,0.053,1,0,0,0,0,0,5.429,0
22,11,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.25,0
32,21,0,2,2,26,0.812,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.2,1
20,9,0,2,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
38,27,0,3,2,30,0.789,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.286,0
82,16,0,3,2,44,0.537,25,0.305,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,5.75,0
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
40,27,0,3,5,27,0.675,4,0.1,0,0,0,0,0.0,1,2,0.065,1,0,0,0,0,0,4.429,0
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
22,11,0,2,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
24,13,0,2,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
87,7,0,3,1,73,0.839,5,0.057,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,3,9.75,0
29,18,0,3,1,23,0.793,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.6,0
27,16,0,2,2,21,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.2,1
33,20,0,3,2,23,0.697,4,0.121,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,0
22,11,0,2,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
29,17,0,3,1,23,0.793,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.6,1
45,32,0,3,2,36,0.8,3,0.067,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,9.75,0
228,25,0,3,2,147,0.645,51,0.224,3,1,2,0,0.0,0,0,0.0,1,0,0,0,0,1,10.25,0
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
33,22,0,2,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
30,6,0,3,1,23,0.767,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,4.6,0
27,17,0,2,2,14,0.519,7,0.259,0,0,0,0,0.0,1,1,0.05,0,0,0,0,0,0,4.2,0
33,16,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,7.0,0
40,26,0,4,2,34,0.85,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,8.5,0
24,13,0,2,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
32,21,0,2,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
67,28,0,3,4,49,0.731,8,0.119,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,6.333,0
43,30,0,3,2,33,0.767,4,0.093,0,0,0,0,0.0,1,1,0.029,1,0,0,0,0,0,9.25,0
23,12,0,3,1,15,0.652,3,0.13,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.5,0
27,17,0,2,2,14,0.519,7,0.259,0,0,0,0,0.0,1,1,0.05,0,0,0,0,0,0,4.2,0
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
38,25,0,3,2,27,0.711,3,0.079,0,0,0,0,0.0,1,2,0.069,1,0,0,0,0,0,5.0,0
26,15,0,2,2,20,0.769,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
29,18,0,2,2,23,0.793,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.6,1
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
21,10,0,2,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
31,20,0,2,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
29,18,0,2,2,8,0.276,15,0.517,0,0,0,0,0.0,1,6,0.286,0,0,0,0,0,0,5.75,0
20,9,0,2,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
31,19,0,3,1,25,0.806,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
20,8,0,3,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
34,24,0,2,4,27,0.794,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.5,0
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
18,8,0,2,1,13,0.722,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.25,0
29,17,0,4,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.0,0
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
22,11,0,2,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
49,20,0,2,3,39,0.796,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,3,4.333,0
21,9,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
21,11,0,2,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.0,0
99,69,0,4,3,75,0.758,16,0.162,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,13.0,0
20,8,0,3,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
27,16,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.5,0
35,23,0,3,1,29,0.829,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.8,1
19,8,0,3,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.5,0
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
28,17,0,2,2,21,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
29,18,0,2,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
22,11,0,3,1,16,0.727,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.2,0
40,28,0,3,2,20,0.5,12,0.3,0,0,0,0,0.0,1,4,0.125,0,0,0,0,0,0,5.333,0
37,24,0,3,2,28,0.757,3,0.081,0,0,0,0,0.0,1,1,0.036,1,0,0,0,0,0,7.75,0
41,29,0,3,1,36,0.878,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,9.0,1
45,32,0,3,2,38,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,0,7.6,0
35,23,0,3,1,30,0.857,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.5,1
26,15,0,2,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
72,22,0,2,3,59,0.819,5,0.069,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,2,9.143,0
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
23,13,0,2,1,17,0.739,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.4,0
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
25,13,0,3,2,19,0.76,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.8,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
36,24,0,3,1,31,0.861,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.75,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
22,11,0,2,2,16,0.727,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.2,1
31,19,0,4,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.5,0
24,13,0,2,2,18,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.6,1
52,40,0,2,3,45,0.865,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,9.0,0
28,9,0,3,1,21,0.75,1,0.036,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,4.4,0
22,11,0,2,2,16,0.727,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.2,1
47,20,0,2,1,38,0.809,1,0.021,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,5.571,0
85,72,0,3,3,69,0.812,8,0.094,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,12.833,0
44,24,0,3,2,35,0.795,2,0.045,0,0,0,0,0.0,1,1,0.036,1,0,0,0,1,1,6.167,0
24,13,0,3,1,17,0.708,2,0.083,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.75,0
25,14,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.0,0
28,17,0,2,3,21,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
26,14,0,3,1,20,0.769,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
26,15,0,2,2,20,0.769,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
40,27,0,3,2,34,0.85,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,8.5,0
35,24,0,2,3,28,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.667,1
28,17,0,2,2,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.5,0
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
25,14,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.0,0
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
57,33,0,2,2,48,0.842,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,6.0,0
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
21,9,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
27,14,0,3,2,20,0.741,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,0
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
80,4,0,2,1,67,0.838,7,0.087,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,14.8,0
27,15,0,3,1,21,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.2,1
31,19,0,3,1,24,0.774,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
31,19,0,3,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
64,12,0,3,1,51,0.797,6,0.094,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,9.5,0
20,9,0,2,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
39,28,0,3,4,26,0.667,5,0.128,0,0,0,0,0.0,1,2,0.062,0,0,0,0,0,0,4.429,0
38,26,0,3,1,33,0.868,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,8.25,1
33,21,0,2,2,24,0.727,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.429,0
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
22,10,0,4,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.25,0
39,20,0,3,2,32,0.821,1,0.026,0,0,0,0,0.0,1,1,0.042,1,0,0,0,0,1,6.6,0
55,20,0,3,1,44,0.8,4,0.073,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,2,8.0,0
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
33,22,0,3,1,27,0.818,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.4,0
19,8,0,2,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
22,12,0,2,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.25,0
152,44,0,3,4,83,0.546,52,0.342,1,1,0,0,0.0,1,3,0.062,0,0,0,0,0,2,8.438,0
16,6,0,2,1,12,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.0,0
21,10,0,2,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
25,15,0,2,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.0,0
35,24,0,2,1,30,0.857,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.5,1
23,12,0,2,2,13,0.565,3,0.13,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,2.667,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
21,10,0,2,2,15,0.714,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.0,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
45,32,0,3,2,24,0.533,12,0.267,0,0,0,0,0.0,1,6,0.167,1,0,0,0,0,0,5.143,0
27,15,0,3,1,21,0.778,1,0.037,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
47,22,0,2,2,40,0.851,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,6.667,0
75,24,0,3,2,63,0.84,5,0.067,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,2,11.333,0
31,19,0,3,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
24,13,0,2,2,18,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.6,1
30,19,0,2,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
63,51,0,2,3,56,0.889,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,11.2,0
